,Taxonomy,Isolation_Source,Count
9067,Scallop picorna-like virus 1,gill,2
9068,Schmallenberg orthobunyavirus,blood,76
9069,Schmallenberg orthobunyavirus,brain,97
9070,Schmallenberg orthobunyavirus,fetus,7
9071,Sciurus carolinensis betaherpesvirus 1,lung,1
9072,Sciurus carolinensis gammaherpesvirus 1,lung,2
9073,Sciurus carolinensis gammaherpesvirus 1,"spleen, abdominal cavity",4
9074,Sciurus carolinensis polyomavirus 1,"spleen, abdominal cavity",24
9075,Sciurus variegatoides polyomavirus 1,"spleen, abdominal cavity",1
9076,Sciurus vulgaris betaherpesvirus 1,lung,6
9077,Sciurus vulgaris betaherpesvirus 1,"spleen, abdominal cavity",4
9078,Sclerotinia nivalis victorivirus 1,mycelium,2
9079,Scopolia mild mottle virus,plant leaf,4
9080,Scorpion polyomavirus 1,abdominal cavity,7
9081,Scorpion polyomavirus 1,"liver, abdominal cavity",7
9082,Scorpion polyomavirus 2,abdominal cavity,7
9083,Scorpion polyomavirus 2,"liver, abdominal cavity",14
9084,Scorpion polyomavirus 3,abdominal cavity,14
9085,Scorpion polyomavirus 3,"liver, abdominal cavity",7
9086,Scotophilus bat coronavirus,feces,7
9087,Scotophilus bat coronavirus 512,feces,720
9088,Scotophilus bat coronavirus 512,oronasopharynx,17
9089,Scotophilus bat coronavirus 512,urine,20
9090,Scotophilus kuhlii coronavirus,feces,16
9091,Scotophilus kuhlii parechovirus,feces,14
9092,Scotophilus kuhlii picornavirus,feces,8
9093,Scotorepens balstoni paramyxovirus,feces,1
9094,Scylla serrata reovirus,"abdominal cavity, gill",1
9095,Sea lion mastadenovirus A,feces,60
9096,Sea lion mastadenovirus A,lymph,4
9097,Sea otter parvovirus 1,lymph,6
9098,Sea otter polyomavirus 1,"spleen, abdominal cavity",12
9099,Sea otterpox virus,skin,2
9100,Sea trout perhabdovirus,larva,5
9101,Seal anellovirus TFFN/USA/2006,lung,6
9102,Sedlec orthobunyavirus,blood,3
9103,Seewis orhtohantavirus,"liver, abdominal cavity",51
9104,Seewis orhtohantavirus,lung,135
9105,Seewis orhtohantavirus,"spleen, abdominal cavity",2
9106,Seewis orthohantavirus,heart,1
9107,Seewis orthohantavirus,"liver, abdominal cavity, lung, brain",1
9108,Seewis orthohantavirus,lung,1
9109,Semnopithecus entellus lymphocryptovirus 1,blood,2
9110,Senecavirus A,abdominal cavity,3
9111,Senecavirus A,animal tissues,2
9112,Senecavirus A,brain,1
9113,Senecavirus A,coronary band,4
9114,Senecavirus A,feces,1
9115,Senecavirus A,heart,1
9116,Senecavirus A,"kidney, abdominal cavity",1
9117,Senecavirus A,lesion,10
9118,Senecavirus A,lung,3
9119,Senecavirus A,oronasopharynx,1
9120,Senecavirus A,oronasopharynx and coronary band,2
9121,Senecavirus A,"spleen, abdominal cavity",1
9122,Senecavirus A,swab,5
9123,Senecavirus A,tongue,1
9124,Senecavirus A,"tonsil, lymph, spleen, abdominal cavity",1
9125,Senegalvirus marseillevirus,feces,5
9126,Senna leaf curl virus,plant leaf,1
9127,Seoul orthohantavirus,blood,39
9128,Seoul orthohantavirus,brain,1
9129,Seoul orthohantavirus,cell,1
9130,Seoul orthohantavirus,feces,1
9131,Seoul orthohantavirus,heart,1
9132,Seoul orthohantavirus,"kidney, abdominal cavity",6
9133,Seoul orthohantavirus,"liver, abdominal cavity",5
9134,Seoul orthohantavirus,lung,630
9135,Seoul orthohantavirus,oronasopharynx,2
9136,Serang virus,lung,7
9137,Serinus canaria papillomavirus 1,tongue,16
9138,Serinus canaria polyomavirus 1,animal tissues,36
9139,Serinus canaria polyomavirus 1,"liver, abdominal cavity",10
9140,Serpentovirales sp.,oronasopharynx,118
9141,Serpentovirinae sp.,oronasopharynx,174
9142,Sesame curly top virus,plant leaf,48
9143,Sesame yellow mosaic virus,plant leaf,6
9144,Sesarmops intermedium nimavirus,muscle,104
9145,Sesavirus CSL10538,feces,4
9146,Severe acute respiratory syndrome-related coronavirus,abdominal cavity,8
9147,Severe acute respiratory syndrome-related coronavirus,blood,241
9148,Severe acute respiratory syndrome-related coronavirus,feces,1845
9149,Severe acute respiratory syndrome-related coronavirus,lung,12227
9150,Severe acute respiratory syndrome-related coronavirus,"lung, oronasopharynx",1559
9151,Severe acute respiratory syndrome-related coronavirus,oronasopharynx,19579763
9152,Severe acute respiratory syndrome-related coronavirus,"oronasopharynx, oronasopharynx",197
9153,Severe acute respiratory syndrome-related coronavirus,placenta,48
9154,Severe acute respiratory syndrome-related coronavirus,"saliva, oronasopharynx",218601
9155,Severe acute respiratory syndrome-related coronavirus,swab,271391
9156,Severe acute respiratory syndrome-related coronavirus,urine,21
9157,Sewage derived gemykibivirus 1,feces,6
9158,Shallot latent virus,plant leaf,2
9159,Shallot virus X,plant leaf,1
9160,Shallot yellow stripe virus,plant leaf,2
9161,Shamonda orthobunyavirus,blood,10
9162,Shanbavirus A,feces,34
9163,Shanghai totivirus,pooled insects,4
9164,Sheeppox virus,lesion,15
9165,Sheeppox virus,lung,6
9166,Sheeppox virus,oronasopharynx,11
9167,Sheeppox virus,skin,4
9168,Sheeppox virus,"skin, lesion",6
9169,Shelduck calicivirus,feces,2
9170,Shelduck picobirnavirus I,feces,3
9171,Shelduck picobirnavirus II,feces,3
9172,Shelduck picobirnavirus III,feces,1
9173,Shelduck rhabdovirus,feces,4
9174,Shigella phage CM1,muscle,217
9175,Shigella phage PSD9,abdominal cavity,261
9176,Shigella virus CM8,muscle,538
9177,Shimoni bat lyssavirus,brain,10
9178,Shrew astrovirus Ca/FG184/Yunnan,feces,1
9179,Shrew astrovirus El/FG102/Yunnan,feces,1
9180,Shrew astrovirus El/FG159/Yunnan,feces,1
9181,Shrew herpesvirus,"liver, abdominal cavity",2
9182,Shrew herpesvirus,"spleen, abdominal cavity",1
9183,Shrew orthoreovirus MpR12-58,feces,1
9184,Shrew pegivirus,blood,3
9185,Shuni orthobunyavirus,blood,18
9186,Shuni orthobunyavirus,brain,60
9187,Shuni orthobunyavirus,cerebrospinal fluid,1
9188,Shuni orthobunyavirus,placenta,5
9189,Shuni orthobunyavirus,"spleen, abdominal cavity",1
9190,Siadenovirus IDL19-3602,"liver, abdominal cavity",22
9191,Siadenovirus sp.,"kidney, abdominal cavity",23
9192,Sichuan alphaflexivirus 1,feces,3
9193,Sichuan betaflexivirus 1,feces,6
9194,Sichuan bromovirus,feces,4
9195,Sichuan entero-like virus 1,feces,1
9196,Sichuan entero-like virus 2,feces,1
9197,Sichuan mamastrovirus 1,feces,3
9198,Sichuan mamastrovirus 10,feces,3
9199,Sichuan mamastrovirus 11,feces,3
9200,Sichuan mamastrovirus 12,feces,3
9201,Sichuan mamastrovirus 5,feces,2
9202,Sichuan mamastrovirus 6,feces,2
9203,Sichuan mamastrovirus 7,feces,3
9204,Sichuan mamastrovirus 8,feces,3
9205,Sichuan mamastrovirus 9,feces,2
9206,Sichuan mayovirus,feces,1
9207,Sichuan noda-like virus,feces,1
9208,Sichuan orthohepevirus,feces,3
9209,Sichuan orthomyxo-like virus 1,feces,1
9210,Sichuan pasi-like virus 1,feces,1
9211,Sichuan picorna-like virus,feces,7
9212,Sichuan picorna-like virus 31,feces,1
9213,Sichuan picorna-like virus 32,feces,1
9214,Sichuan picorna-like virus 33,feces,1
9215,Sichuan pig-associated calici-like virus 1,feces,1
9216,Sichuan pig-associated calici-like virus 2,feces,1
9217,Sichuan pig-associated calici-like virus 3,feces,1
9218,Sichuan rat gut-associated circular DNA virus 1,abdominal cavity,2
9219,Sichuan rat gut-associated circular DNA virus 2,abdominal cavity,2
9220,Sichuan rat gut-associated circular DNA virus 3,abdominal cavity,2
9221,Sichuan sapelo-like virus 1,feces,1
9222,Sichuan tescho-like virus 1,feces,1
9223,Sicilian phlebovirus,blood,17
9224,Sicilian phlebovirus,cerebrospinal fluid,1
9225,Sicinivirus A,cloaca,1
9226,Sicinivirus A,feces,34
9227,Sicinivirus sp.,feces,43
9228,Sicyonia whispovirus,muscle,89
9229,Sida golden mosaic Honduras virus,plant leaf,9
9230,Sida golden mosaic Honduras virus,pooled insects,12
9231,Sida leaf curl alphasatellite,plant leaf,4
9232,Sida leaf curl alphasatellite 2,plant leaf,1
9233,Sida micrantha mosaic virus,plant leaf,94
9234,Sida yellow blotch virus,plant leaf,40
9235,Sida yellow mosaic virus,plant leaf,6
9236,Sida yellow vein China alphasatellite,plant leaf,10
9237,Sida yellow vein Madurai virus,plant leaf,24
9238,Sida yellow vein virus satellite DNA beta,plant leaf,3
9239,Sigmapapillomavirus 1,lesion_tumor,14
9240,Sigmodontinae hepacivirus,blood,1
9241,Sika deer copiparvovirus,blood,40
9242,Silurid herpesvirus 2,skin,10
9243,Silvergrass cryptic virus 1,plant leaf,3
9244,Simian Adeno-associated virus,feces,2
9245,Simian adenovirus B,feces,37
9246,Simian adenovirus ER,feces,27
9247,Simian adenovirus JJL/China/2008,feces,14
9248,Simian bocavirus,feces,2
9249,Simian bufavirus,feces,4
9250,Simian erythroparvovirus 2,feces,3
9251,Simian foamy virus,blood,284
9252,Simian foamy virus,feces,322
9253,Simian foamy virus,heart,1
9254,Simian foamy virus,"kidney, abdominal cavity",5
9255,Simian foamy virus,lung,2
9256,Simian foamy virus,lymph,3
9257,Simian foamy virus,oronasopharynx,5
9258,Simian foamy virus,"oronasopharynx, feces",14
9259,Simian foamy virus,"saliva, oronasopharynx",115
9260,Simian foamy virus,"spleen, abdominal cavity",20
9261,Simian immunodeficiency virus,blood,14770
9262,Simian immunodeficiency virus,bone,603
9263,Simian immunodeficiency virus,brain,3551
9264,Simian immunodeficiency virus,cerebrospinal fluid,177
9265,Simian immunodeficiency virus,feces,833
9266,Simian immunodeficiency virus,"liver, abdominal cavity",8
9267,Simian immunodeficiency virus,lymph,1691
9268,Simian immunodeficiency virus,sperm,1310
9269,Simian immunodeficiency virus,"spleen, abdominal cavity",1
9270,Simian immunodeficiency virus,urine,1
9271,Simian mastadenovirus A,feces,32
9272,Simian mastadenovirus A,"oronasopharynx, feces",1
9273,Simian mastadenovirus B,feces,64
9274,Simian mastadenovirus D,feces,29
9275,Simian mastadenovirus F,abdominal cavity,3
9276,Simian mastadenovirus F,lung,1
9277,Simian mastadenovirus H,urine,68
9278,Simian mastadenovirus sp.,feces,70
9279,Simian parvo-like virus 1,feces,2
9280,Simian parvo-like virus 2,feces,1
9281,Simian parvo-like virus 3,feces,2
9282,Simian picobirnavirus,feces,3
9283,Simian retrovirus 7,blood,1
9284,Simian sapelovirus B,feces,2
9285,Simian torque teno virus,blood,49
9286,Simian torque teno virus,oronasopharynx,2
9287,Simian torque teno virus 33,blood,8
9288,Simian virus 12,kidney,6
9289,Simian-Chimpanzee immunodeficiency virus,blood,1125
9290,Simian-Human immunodeficiency virus,blood,8557
9291,Simian-Human immunodeficiency virus,lymph,1
9292,Sin Nombre orthohantavirus,blood,12
9293,Sin Nombre orthohantavirus,lung,24
9294,Sindbis virus,blood,10
9295,Sindbis virus,brain,2
9296,Sindbis virus,cerebrospinal fluid,1
9297,Sindbis virus,lung,2
9298,Sindbis virus,pooled insects,3
9299,Sindbis virus,"spleen, abdominal cavity",1
9300,Siniperca chuatsi rhabdovirus,"liver, abdominal cavity",5
9301,Sinu virus,pooled insects,6
9302,Siphoviridae sp.,feces,41
9303,Siphoviridae sp. ctwns66,feces,69
9304,Siphoviridae sp. ctzrk10,feces,51
9305,Siphovirus contig89,"saliva, oronasopharynx",473
9306,Skua siadenovirus A,"kidney, abdominal cavity",46
9307,Skunk mastadenovirus A,oronasopharynx,2
9308,Smacoviridae sp.,animal tissues,3
9309,Smacoviridae sp.,feces,25
9310,Smacovirus sp.,feces,10
9311,Small anellovirus,blood,43
9312,Small anellovirus,oronasopharynx,5
9313,Small ruminant morbillivirus,animal tissues,8
9314,Small ruminant morbillivirus,"animal tissues, liver, abdominal cavity, lung",6
9315,Small ruminant morbillivirus,blood,120
9316,Small ruminant morbillivirus,eye,26
9317,Small ruminant morbillivirus,feces,35
9318,Small ruminant morbillivirus,"feces, abdominal cavity",7
9319,Small ruminant morbillivirus,fetus,46
9320,Small ruminant morbillivirus,"kidney, abdominal cavity",2
9321,Small ruminant morbillivirus,"liver, abdominal cavity",9
9322,Small ruminant morbillivirus,lung,193
9323,Small ruminant morbillivirus,"lung, abdominal cavity",8
9324,Small ruminant morbillivirus,"lung, spleen, abdominal cavity",1
9325,Small ruminant morbillivirus,"lung, spleen, abdominal cavity, tonsil",1
9326,Small ruminant morbillivirus,lymph,36
9327,Small ruminant morbillivirus,"lymph, lung, spleen, abdominal cavity",5
9328,Small ruminant morbillivirus,"lymph, spleen, abdominal cavity, lung",1
9329,Small ruminant morbillivirus,oronasopharynx,178
9330,Small ruminant morbillivirus,"spleen, abdominal cavity",27
9331,Small ruminant morbillivirus,swab,21
9332,Small ruminant morbillivirus,tissue,9
9333,Small ruminant morbillivirus,tongue,2
9334,Snake River alfalfa virus,plant leaf,1
9335,Snake paramyxovirus,"feces, abdominal cavity",1
9336,Snake paramyxovirus,"kidney, abdominal cavity",4
9337,Snake paramyxovirus,lung,11
9338,Snakehead novirhabdovirus,"kidney, abdominal cavity",5
9339,Snowshoe hare orthobunyavirus,blood,2
9340,Snowshoe hare orthobunyavirus,brain,6
9341,Sobelivirales sp.,feces,5
9342,Sobemovirus sp.,feces,31
9343,Soil-borne cereal mosaic virus,plant leaf,5
9344,Soil-borne virus 2,plant leaf,5
9345,Soil-borne wheat mosaic virus,plant leaf,55
9346,Solemoviridae sp.,feces,69
9347,Solenopsis invicta virus 2,larva,6
9348,Solenopsis invicta virus SINV-SC8863,feces,1
9349,Solwezi bufavirus,"spleen, abdominal cavity",12
9350,Solwezi mammarenavirus,kidney,4
9351,Songling virus,"spleen, abdominal cavity",3
9352,Sophora yellow stunt alphasatellite 3,plant leaf,1
9353,Sophora yellow stunt virus,plant leaf,28
9354,Sorex araneus hantavirus,lung,11
9355,Sorex araneus hantavirus,"spleen, abdominal cavity",1
9356,Sorex araneus polyomavirus 1,liver,5
9357,Sorex araneus polyomavirus 1,spleen,20
9358,Sorex coronatus polyomavirus 1,"kidney, abdominal cavity",10
9359,Sorex coronatus polyomavirus 1,"spleen, abdominal cavity",15
9360,Sorex minutus polyomavirus 1,lung,10
9361,Sorex minutus polyomavirus 1,"spleen, abdominal cavity",10
9362,Sorghum mosaic virus,plant leaf,22
9363,Sosuga pararubulavirus,blood,14
9364,Souris mammarenavirus,blood,8
9365,Sousa chinensis gammaherpesvirus,oronasopharynx,1
9366,South African cassava mosaic virus,plant leaf,6
9367,South polar skua adenovirus-2,"kidney, abdominal cavity",3
9368,South polar skua adenovirus-3,"kidney, abdominal cavity",3
9369,South polar skua adenovirus-4,"kidney, abdominal cavity",3
9370,South polar skua adenovirus-5,"liver, abdominal cavity",2
9371,South totivirus,gill,3
9372,Southern Psittacara leucophthalmus aviadenovirus,feces,25
9373,Southern bean mosaic virus,plant leaf,30
9374,Southern cowpea mosaic virus,plant leaf,9
9375,Southern pygmy squid flavivirus,brain,1
9376,Southern rice black-streaked dwarf virus,plant leaf,25
9377,Southern tomato virus,plant leaf,17
9378,Sowbane mosaic virus,plant leaf,7
9379,Soybean dwarf virus,plant leaf,61
9380,Soybean dwarf virus,plant stem,2
9381,Soybean ilarvirus I,plant leaf,5
9382,Soybean mosaic virus,plant leaf,17
9383,Soybean vein necrosis orthotospovirus,plant leaf,40
9384,Soybean-associated bicistronic virus,plant leaf,4
9385,Sparrow deltacoronavirus,feces,36
9386,Sparus aurata polyomavirus 1,lymph,10
9387,Sphenifaro virus,feces,2
9388,Sphenigellan virus,feces,2
9389,Sphenilena virus,feces,2
9390,Sphenimaju virus,feces,1
9391,Spider monkey polyomavirus,blood,1
9392,Spilosoma obliqua nucleopolyhedrosis virus,larva,5
9393,Spinach yellow vein virus,plant leaf,12
9394,Spinareovirinae sp.,feces,9
9395,Spine gourd mosaic alphasatellite,plant leaf,1
9396,Spodoptera exigua iflavirus,feces,1
9397,Spodoptera moth adintovirus 1,ovary,10
9398,Spodoptera moth adintovirus 2,ovary,9
9399,Springbok herpesvirus 1,blood,1
9400,Springbok herpesvirus 2,blood,1
9401,Squamate dependoparvovirus 2,"liver, abdominal cavity",3
9402,Squash leaf curl China virus,plant leaf,112
9403,Squash leaf curl virus,plant leaf,61
9404,Squash leaf curl virus,plant tissue,164
9405,Squash leaf curl virus,pooled insects,14
9406,Squash vein yellowing virus,plant leaf,4
9407,Squash vein yellowing virus-like ipomovirus,plant leaf,2
9408,Squirrel associated cyclovirus 1,abdominal cavity,4
9409,Squirrel mastadenovirus A,"spleen, abdominal cavity",1
9410,Squirrel monkey adenovirus,"liver, abdominal cavity",36
9411,Squirrel monkey simian foamy virus,oronasopharynx,10
9412,Sri Lankan cassava mosaic virus,plant leaf,35
9413,St-Valerien swine virus,feces,6
9414,Staphylococcus phage,feces,237
9415,Staphylococcus phage APTC_SA_2,oronasopharynx,236
9416,Staphylococcus phage APTC_SA_4,oronasopharynx,236
9417,Staphylococcus phage JD419,"lung, oronasopharynx",65
9418,Staphylococcus phage SA1,feces,218
9419,Staphylococcus phage phiSP15-1,blood,61
9420,Staphylococcus phage vB_SauP-436A1,oronasopharynx,21
9421,Staphylococcus phage vB_ScoM-PSC1,feces,223
9422,Staphylococcus virus 23MRA,blood,132
9423,Staphylococcus virus 3MRA,blood,132
9424,Staphylococcus virus SA137ruMSSAST121PVL,blood,128
9425,Staphylococcus virus SA75,feces,130
9426,Staphylococcus virus Sextaec,oronasopharynx,284
9427,Statovirus 0447,feces,2
9428,Statovirus 0450,feces,2
9429,Statovirus A,feces,106
9430,Statovirus A1,feces,2
9431,Statovirus A2,feces,2
9432,Statovirus A3,feces,2
9433,Statovirus A4,feces,2
9434,Statovirus B1,feces,2
9435,Statovirus C1,feces,2
9436,Statovirus E1,feces,2
9437,Statovirus sp.,feces,20
9438,Steller sea lion astrovirus 1,feces,2
9439,Steller sea lion poxvirus,lesion_tumor,2
9440,Stenella coeruleoalba alphaherpesvirus 1,blood,1
9441,Stenella coeruleoalba alphaherpesvirus 1,spinal cord,1
9442,Stenella coeruleoalba alphaherpesvirus 2,brain,1
9443,Stenella frontalis alphaherpesvirus,tongue,1
9444,Stenomesson mosaic virus,plant leaf,1
9445,Stenotrophomonas phage phiSHP3,"lung, oronasopharynx",51
9446,Stipagrostis associaed virus,plant leaf,4
9447,Strawberry associated virus A,plant leaf,6
9448,Strawberry crinkle cytorhabdovirus,plant leaf,34
9449,Strawberry cytorhabdovirus 1,plant leaf,45
9450,Strawberry latent ringspot virus,plant leaf,3
9451,Strawberry mild yellow edge virus,plant leaf,1
9452,Strawberry mottle virus,plant leaf,6
9453,Strawberry pallidosis-associated virus,plant leaf,2
